MEDIA BUYER'S TRACKER,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
LIVESTREAM DATE,TALENT'S NAME,FORMAT,LINK,VIEWS,,,,
2/22/2026,RENEJAY,Reels,https://www.facebook.com/share/r/1Gd4ebBEHk/,"101,000",,,,
2/24/2026,RENEJAY,Reels,https://www.facebook.com/share/r/1E16Gh6JHz/,"59,000",,,,
2/26/2026,RENEJAY,Reels,https://www.facebook.com/share/v/1DirLvJgxE/,"99,000",,,,
2/27/2026,RENEJAY,Reels,https://www.facebook.com/share/r/1GPb9B1uSm/,"64,000",,,,
2/28/2026,RENEJAY,Reels,https://www.facebook.com/share/v/18V38GFgdW/,"83,000",,,,
2/1/2026,H2WO,Reels,https://www.facebook.com/share/r/1DsvniaMbs/,"278,000",,,,
2/3/2026,H2WO,Reels,https://www.facebook.com/share/v/1WX8cjn5m8/,"200,000",,,,
2/5/2026,H2WO,Reels,https://www.facebook.com/share/v/1Dt8LvTRZ4/,"133,000",,,,
2/8/2026,H2WO,Reels,https://www.facebook.com/share/r/1Diw9LQtMf/,"99,000",,,,
2/9/2026,H2WO,Reels,https://www.facebook.com/share/r/1HwUuxvAS5/,"121,000",,,,
2/10/2026,H2WO,Reels,https://www.facebook.com/share/v/1DbsEvMCs3/,"144,000",,,,
2/12/2026,H2WO,Reels,https://www.facebook.com/share/r/1AtPPUxYb4/,"123,000",,,,
2/13/2026,H2WO,Reels,https://www.facebook.com/share/r/17udPENK6q/,"91,000",,,,
2/14/2026,H2WO,Reels,https://www.facebook.com/share/v/1CJmxLaXAa/,"168,000",,,,
2/15/2026,H2WO,Reels,https://www.facebook.com/share/r/1C66Jm4DWz/,"96,000",,,,
2/17/2026,H2WO,Reels,https://www.facebook.com/share/v/1AosiRoqge/,"162,000",,,,
2/18/2026,H2WO,Reels,https://www.facebook.com/share/r/18SMDDUJK9/,"81,000",,,,
2/20/2026,H2WO,Reels,https://www.facebook.com/share/v/1GRTsWCjdW/,"173,000",,,,
2/22/2026,H2WO,Reels,https://www.facebook.com/share/r/1DuBDMDMhE/,"64,000",,,,
2/23/2026,H2WO,Reels,https://www.facebook.com/share/r/1CMQWPMRyV/,"49,000",,,,
2/24/2026,H2WO,Reels,https://www.facebook.com/share/v/1GWrZuPzYL/,"114,000",,,,
2/25/2026,H2WO,Reels,https://www.facebook.com/share/v/1AwxQZgVLr/,"148,000",,,,
2/26/2026,H2WO,Reels,https://www.facebook.com/share/r/1Bwi7q7aVS/,"111,000",,,,
2/27/2026,H2WO,Reels,https://www.facebook.com/share/v/17bVXj3oTB/,"100,000",,,,
2/6/2026,YUJI,Reels,https://www.facebook.com/share/v/1HvX1M9c9v/,"6,200",,,,
2/7/2026,YUJI,Reels,https://www.facebook.com/share/r/182WEVTv7D/,"12,000",,,,
2/8/2026,YUJI,Reels,https://www.facebook.com/share/r/1Gt7wDyBwz/,"8,300",,,,
2/9/2026,YUJI,Reels,https://www.facebook.com/share/r/1ER26mnRyc/,"7,000",,,,
2/10/2026,YUJI,Reels,https://www.facebook.com/share/r/1KRgMrZBW4/,"26,000",,,,
2/15/2026,YUJI,Reels,https://www.facebook.com/share/v/18RHqGk2Ud/,"6,700",,,,
2/15/2026,YUJI,Reels,https://www.facebook.com/share/v/1CUKfpt8M8/,"32,000",,,,
2/18/2026,YUJI,Reels,https://www.facebook.com/share/v/18FLuabVvt/,"6,700",,,,
2/18/2026,YUJI,Reels,https://www.facebook.com/share/v/1a8JS3Na8B/,"8,600",,,,
2/19/2026,YUJI,Reels,https://www.facebook.com/share/v/1A9Xm7PVTF/,"8,200",,,,
2/20/2026,YUJI,Reels,https://www.facebook.com/share/r/1W4tvUa7CV/,"6,200",,,,
2/20/2026,YUJI,Reels,https://www.facebook.com/share/r/1FDZqCJs1o/,"6,700",,,,
2/21/2026,YUJI,Reels,https://www.facebook.com/share/r/1DdMmQkEZP/,"3,800",,,,
2/23/2026,YUJI,Reels,https://www.facebook.com/share/r/1FQEqMm5Cb/,"7,300",,,,
2/25/2026,YUJI,Reels,https://www.facebook.com/share/r/1DQEy4ZgP5/,"3,400",,,,
2/27/2026,YUJI,Reels,https://www.facebook.com/share/r/1CazVWTbQf/,"2,800",,,,
2/4/2026,JAPE,Reels,https://www.facebook.com/share/v/1DWyrivzgt/,"98,000",,,,
2/6/2026,JAPE,Reels,https://www.facebook.com/share/r/1DCPhfYxZm/,"70,000",,,,
2/15/2026,JAPE,Reels,https://www.facebook.com/share/r/1EkoWCjrQb/,"49,000",,,,
2/21/2026,JAPE,Reels,https://www.facebook.com/share/r/17GcLwaivi/,"50,000",,,,
2/23/2026,JAPE,Reels,https://www.facebook.com/share/r/1Hfpovf1Ah/,"73,000",,,,
2/6/2026,RIBO,Reels,https://www.facebook.com/share/r/1DEB2MJQiE/,"10,000",,,,
2/8/2026,RIBO,Reels,https://www.facebook.com/share/r/1Bn1fa6nc8/,"7,600",,,,
2/12/2026,RIBO,Reels,https://www.facebook.com/share/r/1Fmoi6vD2f/,"42,000",,,,
2/15/2026,RIBO,Reels,https://www.facebook.com/share/r/1ALo7AQ526/,"6,600",,,,
2/17/2026,RIBO,Reels,https://www.facebook.com/share/r/18Gnc2bNQq/,"8,700",,,,
2/19/2026,RIBO,Reels,https://www.facebook.com/share/r/173wvFnu7N/,"4,600",,,,
2/20/2026,RIBO,Reels,https://www.facebook.com/share/r/17gwdbRkwp/,"6,500",,,,
2/21/2026,RIBO,Reels,https://www.facebook.com/share/r/1VgEFc5PbR/,"17,000",,,,
2/24/2026,RIBO,Reels,https://www.facebook.com/share/r/1AbYTpTXqE/,"6,700",,,,
2/26/2026,RIBO,Reels,https://www.facebook.com/share/r/199hm6gfPd/,"11,000",,,,
2/28/2026,RIBO,Reels,https://www.facebook.com/share/r/1B1paxp5nm/,"8,900",,,,
2/1/2026,ZICO,Reels,https://www.facebook.com/share/r/1BG7waUTJD/,"34,000",,,,
2/4/2026,ZICO,Reels,https://www.facebook.com/share/r/1CSwgc9pkA/,"20,000",,,,
2/5/2026,ZICO,Reels,https://www.facebook.com/share/r/1CQiZUVsfV/,"8,600",,,,
2/6/2026,ZICO,Reels,https://www.facebook.com/share/r/1Ngxqy2vWp/,"9,000",,,,
2/7/2026,ZICO,Reels,https://www.facebook.com/share/r/1N2WU87PQb/,"12,000",,,,
2/12/2026,ZICO,Reels,https://www.facebook.com/share/r/1DonsqDi2K/,"12,000",,,,
2/15/2026,ZICO,Reels,https://www.facebook.com/share/r/18JxPVzNyW/,"15,000",,,,
2/19/2026,ZICO,Reels,https://www.facebook.com/share/r/1KYG4kcAZj/,"6,100",,,,
2/22/2026,ZICO,Reels,https://www.facebook.com/share/r/1AmgjcY2Zb/,"17,000",,,,
2/26/2026,ZICO,Reels,https://www.facebook.com/share/r/1AicJ1ThZu/,"11,000",,,,
2/1/2026,,,,,,,,
3/2/2026,,,,,,,,
3/6/2026,,,,,,,,
3/7/2026,,,,,,,,
3/8/2026,,,,,,,,
3/9/2026,,,,,,,,
3/10/2026,,,,,,,,
3/11/2026,,,,,,,,
3/12/2026,,,,,,,,
3/13/2026,,,,,,,,
3/14/2026,,,,,,,,
3/15/2026,,,,,,,,
3/16/2026,,,,,,,,
3/17/2026,,,,,,,,
2/26/2026,,,,,,,,
